Compound_id,Disease_id,relation_type,database
DB01103,MESH:D006528,C,GNBR
DB01103,MESH:D007239,T,GNBR
DB01103,MESH:D007511,T,GNBR
DB01103,MESH:D007562,T,GNBR
DB01103,MESH:D007938,C,GNBR
DB01103,MESH:D008171,Pa,GNBR
DB01103,MESH:D008178,T,GNBR
DB01103,MESH:D008179,T,GNBR
DB01103,MESH:D008180,T,GNBR
DB01103,MESH:D008288,T,GNBR
DB01103,MESH:D009447,C,GNBR
DB01103,MESH:D010272,T,GNBR
DB01103,MESH:D010392,T,GNBR
DB01103,MESH:D010996,T,GNBR
DB01103,MESH:D011618,T,GNBR
DB01103,MESH:D012507,T,GNBR
DB01103,MESH:D012871,Sa,GNBR
DB01103,MESH:D016066,T,GNBR
DB01103,MESH:D017096,T,GNBR
DB01103,MESH:D054059,T,GNBR
DB04575,MESH:D007246,T,GNBR
DB00908,MESH:C537182,T,GNBR
DB00908,MESH:C566506,T,GNBR
DB00908,MESH:D000208,T,GNBR
DB00908,MESH:D000690,T,GNBR
DB00908,MESH:D001145,T,GNBR
DB00908,MESH:D001281,T,GNBR
DB00908,MESH:D001282,T,GNBR
DB00908,MESH:D001919,T,GNBR
DB00908,MESH:D001943,T,GNBR
DB00908,MESH:D002311,T,GNBR
DB00908,MESH:D003866,Sa,GNBR
DB00908,MESH:D003872,Sa,GNBR
DB00908,MESH:D004827,T,GNBR
DB00908,MESH:D005355,T,GNBR
DB00908,MESH:D006327,Sa,GNBR
DB00908,MESH:D006333,T,GNBR
DB00908,MESH:D006470,T,GNBR
DB00908,MESH:D007022,Sa,GNBR
DB00908,MESH:D007970,T,GNBR
DB00908,MESH:D008010,Sa,GNBR
DB00908,MESH:D008133,Sa,GNBR
DB00908,MESH:D008180,Sa,GNBR
DB00908,MESH:D008288,T,GNBR
DB00908,MESH:D009203,T,GNBR
DB00908,MESH:D012640,T,GNBR
DB00908,MESH:D013610,Sa,GNBR
DB00908,MESH:D013617,T,GNBR
DB00908,MESH:D014693,T,GNBR
DB00908,MESH:D016778,T,GNBR
DB00908,MESH:D017180,T,GNBR
DB00908,MESH:D017454,Sa,GNBR
DB00908,MESH:D018487,T,GNBR
DB00908,MESH:D018754,T,GNBR
DB00908,MESH:D018879,T,GNBR
DB00908,MESH:D020294,T,GNBR
DB00908,MESH:D053840,T,GNBR
DB00908,MESH:D054537,T,GNBR
DB00908,MESH:D056486,Sa,GNBR
DB00908,MESH:D066126,Pr,GNBR
DB00468,MESH:C531736,T,GNBR
DB00468,MESH:D000208,Sa,GNBR
DB00468,MESH:D001766,T,GNBR
DB00468,MESH:D001778,Sa,GNBR
DB00468,MESH:D001791,Sa,GNBR
DB00468,MESH:D003286,Sa,GNBR
DB00468,MESH:D003866,Sa,GNBR
DB00468,MESH:D003875,Sa,GNBR
DB00468,MESH:D004342,Sa,GNBR
DB00468,MESH:D005334,T,GNBR
DB00468,MESH:D006311,Sa,GNBR
DB00468,MESH:D006463,Sa,GNBR
DB00468,MESH:D006967,Sa,GNBR
DB00468,MESH:D006980,Mp,GNBR
DB00468,MESH:D007003,T,GNBR
DB00468,MESH:D007022,Sa,GNBR
DB00468,MESH:D007239,T,GNBR
DB00468,MESH:D008107,T,GNBR
DB00468,MESH:D008288,T,GNBR
DB00468,MESH:D009395,Sa,GNBR
DB00468,MESH:D009765,T,GNBR
DB00468,MESH:D010146,T,GNBR
DB00468,MESH:D011041,Sa,GNBR
DB00468,MESH:D012164,Sa,GNBR
DB00468,MESH:D012640,Sa,GNBR
DB00468,MESH:D013746,T,GNBR
DB00468,MESH:D013921,Sa,GNBR
DB00468,MESH:D014012,T,GNBR
DB00468,MESH:D014786,Sa,GNBR
DB00468,MESH:D014839,T,GNBR
DB00468,MESH:D015470,T,GNBR
DB00468,MESH:D016778,T,GNBR
DB00468,MESH:D016779,T,GNBR
DB00468,MESH:D018512,T,GNBR
DB00468,MESH:D020922,T,GNBR
DB00468,MESH:D034381,Sa,GNBR
DB00468,MESH:D051437,T,GNBR
DB00468,MESH:D056486,T,GNBR
DB00468,MESH:D058186,T,GNBR
MESH:D011804,MESH:D001943,T,GNBR
MESH:D011804,MESH:D008288,T,GNBR
MESH:D011809,MESH:D017449,Sa,GNBR
MESH:D011809,MESH:D028361,T,GNBR
MESH:D011809,MESH:D064420,Sa,GNBR
MESH:D011814,MESH:D006973,Sa,GNBR
MESH:D011814,MESH:D007035,Pa,GNBR
MESH:D011814,MESH:D009069,Sa,GNBR
MESH:D011814,MESH:D014202,Sa,GNBR
MESH:D011883,MESH:D002277,T,GNBR
MESH:D011883,MESH:D002583,T,GNBR
MESH:D011883,MESH:D006391,T,GNBR
MESH:D011883,MESH:D006470,T,GNBR
MESH:D011883,MESH:D009369,T,GNBR
MESH:D011883,MESH:D065311,T,GNBR
MESH:D011886,MESH:D008107,Sa,GNBR
MESH:D011886,MESH:D008171,Sa,GNBR
MESH:D011886,MESH:D009369,Sa,GNBR
MESH:D011886,MESH:D063646,Sa,GNBR
MESH:D011888,MESH:D005211,T,GNBR
MESH:D011888,MESH:D007239,T,GNBR
MESH:D011888,MESH:D015179,C,GNBR
DB00863,MESH:C535721,Mp,GNBR
DB00863,MESH:D000126,Sa,GNBR
DB00863,MESH:D000380,Sa,GNBR
DB00863,MESH:D001201,T,GNBR
DB00863,MESH:D001249,T,GNBR
DB00863,MESH:D001714,Sa,GNBR
DB00863,MESH:D001919,Sa,GNBR
DB00863,MESH:D003550,T,GNBR
DB00863,MESH:D003875,Sa,GNBR
DB00863,MESH:D003967,Sa,GNBR
DB00863,MESH:D004342,Sa,GNBR
DB00863,MESH:D004381,T,GNBR
DB00863,MESH:D004415,T,GNBR
DB00863,MESH:D004941,T,GNBR
DB00863,MESH:D005355,T,GNBR
DB00863,MESH:D005756,T,GNBR
DB00863,MESH:D005764,T,GNBR
DB00863,MESH:D005767,T,GNBR
DB00863,MESH:D006259,T,GNBR
DB00863,MESH:D006261,Sa,GNBR
DB00863,MESH:D006323,Sa,GNBR
DB00863,MESH:D006331,T,GNBR
DB00863,MESH:D006356,T,GNBR
DB00863,MESH:D006467,T,GNBR
DB00863,MESH:D006470,T,GNBR
DB00863,MESH:D006471,T,GNBR
DB00863,MESH:D007511,T,GNBR
DB00863,MESH:D007674,T,GNBR
DB00863,MESH:D008103,T,GNBR
DB00863,MESH:D008107,T,GNBR
DB00863,MESH:D008545,T,GNBR
DB00863,MESH:D009059,T,GNBR
DB00863,MESH:D009101,T,GNBR
DB00863,MESH:D009369,C,GNBR
DB00863,MESH:D009395,Sa,GNBR
DB00863,MESH:D009765,T,GNBR
DB00863,MESH:D010146,T,GNBR
DB00863,MESH:D010437,T,GNBR
DB00863,MESH:D011015,T,GNBR
DB00863,MESH:D011565,T,GNBR
DB00863,MESH:D012555,T,GNBR
DB00863,MESH:D012678,T,GNBR
DB00863,MESH:D013272,T,GNBR
DB00863,MESH:D013276,T,GNBR
DB00863,MESH:D014077,T,GNBR
DB00863,MESH:D014456,T,GNBR
DB00863,MESH:D015043,T,GNBR
DB00863,MESH:D015179,T,GNBR
DB00863,MESH:D015658,T,GNBR
DB00863,MESH:D016481,T,GNBR
DB00863,MESH:D016638,T,GNBR
DB00863,MESH:D018805,T,GNBR
DB00863,MESH:D029424,T,GNBR
MESH:D011929,MESH:D000230,T,GNBR
MESH:D011929,MESH:D001943,T,GNBR
MESH:D011929,MESH:D002277,T,GNBR
MESH:D011929,MESH:D002294,T,GNBR
MESH:D011929,MESH:D006258,T,GNBR
MESH:D011929,MESH:D009103,T,GNBR
MESH:D011929,MESH:D009369,T,GNBR
MESH:D011929,MESH:D010051,C,GNBR
MESH:D011929,MESH:D011565,T,GNBR
MESH:D011929,MESH:D012509,T,GNBR
MESH:D011929,MESH:D012516,T,GNBR
MESH:D011929,MESH:D015179,T,GNBR
MESH:D011929,MESH:D015470,T,GNBR
MESH:D011929,MESH:D054198,T,GNBR
MESH:D012065,MESH:D005355,T,GNBR
MESH:D012103,MESH:D006473,T,GNBR
DB00206,MESH:C536231,Pr,GNBR
DB00206,MESH:D000430,T,GNBR
DB00206,MESH:D000437,T,GNBR
DB00206,MESH:D000647,Sa,GNBR
DB00206,MESH:D000787,T,GNBR
DB00206,MESH:D001008,T,GNBR
DB00206,MESH:D001145,T,GNBR
DB00206,MESH:D001480,T,GNBR
DB00206,MESH:D001523,T,GNBR
DB00206,MESH:D001763,Sa,GNBR
DB00206,MESH:D002375,Sa,GNBR
DB00206,MESH:D002389,Sa,GNBR
DB00206,MESH:D003072,Sa,GNBR
DB00206,MESH:D003550,Sa,GNBR
DB00206,MESH:D003643,Sa,GNBR
DB00206,MESH:D003866,Sa,GNBR
DB00206,MESH:D004194,T,GNBR
DB00206,MESH:D004342,Sa,GNBR
DB00206,MESH:D004409,Sa,GNBR
DB00206,MESH:D004827,T,GNBR
DB00206,MESH:D005356,Sa,GNBR
DB00206,MESH:D006111,T,GNBR
DB00206,MESH:D006261,T,GNBR
DB00206,MESH:D006930,Sa,GNBR
DB00206,MESH:D006973,T,GNBR
DB00206,MESH:D006980,T,GNBR
DB00206,MESH:D007022,Pr,GNBR
DB00206,MESH:D007035,Sa,GNBR
DB00206,MESH:D007239,T,GNBR
DB00206,MESH:D007571,Sa,GNBR
DB00206,MESH:D007674,T,GNBR
DB00206,MESH:D008107,Sa,GNBR
DB00206,MESH:D008569,Sa,GNBR
DB00206,MESH:D008607,T,GNBR
DB00206,MESH:D009059,Sa,GNBR
DB00206,MESH:D009069,Sa,GNBR
DB00206,MESH:D009127,Sa,GNBR
DB00206,MESH:D010146,Sa,GNBR
DB00206,MESH:D010300,Sa,GNBR
DB00206,MESH:D010302,Sa,GNBR
DB00206,MESH:D010673,Sa,GNBR
DB00206,MESH:D011471,T,GNBR
DB00206,MESH:D011605,T,GNBR
DB00206,MESH:D011618,T,GNBR
DB00206,MESH:D012019,T,GNBR
DB00206,MESH:D012216,T,GNBR
DB00206,MESH:D012559,T,GNBR
DB00206,MESH:D013272,Sa,GNBR
DB00206,MESH:D013276,Sa,GNBR
DB00206,MESH:D013614,T,GNBR
DB00206,MESH:D014202,Sa,GNBR
DB00206,MESH:D014456,Sa,GNBR
DB00206,MESH:D018781,T,GNBR
DB00206,MESH:D019970,T,GNBR
DB00206,MESH:D020301,T,GNBR
MESH:D012172,MESH:D000013,Sa,GNBR
MESH:D012172,MESH:D001168,Pa,GNBR
MESH:D012172,MESH:D001766,Sa,GNBR
MESH:D012172,MESH:D003920,T,GNBR
MESH:D012172,MESH:D005355,Sa,GNBR
MESH:D012172,MESH:D006470,Sa,GNBR
MESH:D012172,MESH:D007511,Sa,GNBR
MESH:D012172,MESH:D008268,T,GNBR
MESH:D012172,MESH:D008269,T,GNBR
MESH:D012172,MESH:D012164,T,GNBR
MESH:D012172,MESH:D012174,T,GNBR
MESH:D012172,MESH:D015794,T,GNBR
MESH:D012172,MESH:D015861,Sa,GNBR
MESH:D012172,MESH:D017484,Sa,GNBR
MESH:D012172,MESH:D020221,Sa,GNBR
MESH:D012176,MESH:C535575,T,GNBR
MESH:D012176,MESH:C536183,Sa,GNBR
MESH:D012176,MESH:D000013,Sa,GNBR
MESH:D012176,MESH:D000014,Sa,GNBR
MESH:D012176,MESH:D000052,Sa,GNBR
MESH:D012176,MESH:D000152,T,GNBR
MESH:D012176,MESH:D000544,T,GNBR
MESH:D012176,MESH:D000690,T,GNBR
MESH:D012176,MESH:D001327,T,GNBR
MESH:D012176,MESH:D001478,T,GNBR
MESH:D012176,MESH:D001927,T,GNBR
MESH:D012176,MESH:D002289,T,GNBR
MESH:D012176,MESH:D002292,T,GNBR
MESH:D012176,MESH:D002294,T,GNBR
MESH:D012176,MESH:D004194,T,GNBR
MESH:D012176,MESH:D004342,T,GNBR
MESH:D012176,MESH:D004646,T,GNBR
MESH:D012176,MESH:D005910,T,GNBR
MESH:D012176,MESH:D006130,Sa,GNBR
MESH:D012176,MESH:D006258,T,GNBR
MESH:D012176,MESH:D006965,Sa,GNBR
MESH:D012176,MESH:D007037,Sa,GNBR
MESH:D012176,MESH:D007057,T,GNBR
MESH:D012176,MESH:D007636,T,GNBR
MESH:D012176,MESH:D007644,T,GNBR
MESH:D012176,MESH:D007645,T,GNBR
MESH:D012176,MESH:D007674,T,GNBR
MESH:D012176,MESH:D007971,T,GNBR
MESH:D012176,MESH:D008103,T,GNBR
MESH:D012176,MESH:D008175,T,GNBR
MESH:D012176,MESH:D008181,T,GNBR
MESH:D012176,MESH:D008232,T,GNBR
MESH:D012176,MESH:D009190,T,GNBR
MESH:D012176,MESH:D009369,T,GNBR
MESH:D012176,MESH:D009447,T,GNBR
MESH:D012176,MESH:D010190,T,GNBR
MESH:D012176,MESH:D011565,T,GNBR
MESH:D012176,MESH:D012216,T,GNBR
MESH:D012176,MESH:D012514,T,GNBR
MESH:D012176,MESH:D012871,T,GNBR
MESH:D012176,MESH:D012878,T,GNBR
MESH:D012176,MESH:D013964,T,GNBR
MESH:D012176,MESH:D014786,T,GNBR
MESH:D012176,MESH:D014983,T,GNBR
MESH:D012176,MESH:D015179,T,GNBR
MESH:D012176,MESH:D015228,Sa,GNBR
MESH:D012176,MESH:D015458,T,GNBR
MESH:D012176,MESH:D015473,T,GNBR
MESH:D012176,MESH:D016399,T,GNBR
MESH:D012176,MESH:D017490,T,GNBR
MESH:D012176,MESH:D017497,T,GNBR
MESH:D012176,MESH:D017676,T,GNBR
MESH:D012176,MESH:D018459,T,GNBR
MESH:D012176,MESH:D019586,Sa,GNBR
MESH:D012176,MESH:D030342,T,GNBR
MESH:D012176,MESH:D055623,T,GNBR
MESH:D012176,MESH:D056266,T,GNBR
MESH:D012176,MESH:D065626,T,GNBR
MESH:D012176,MESH:D065630,T,GNBR
DB00811,MESH:C537876,T,GNBR
DB00811,MESH:C565141,T,GNBR
DB00811,MESH:D000140,Sa,GNBR
DB00811,MESH:D000163,T,GNBR
DB00811,MESH:D000208,T,GNBR
DB00811,MESH:D000257,T,GNBR
DB00811,MESH:D000743,Sa,GNBR
DB00811,MESH:D001988,T,GNBR
DB00811,MESH:D002388,Sa,GNBR
DB00811,MESH:D003449,T,GNBR
DB00811,MESH:D003556,T,GNBR
DB00811,MESH:D003920,T,GNBR
DB00811,MESH:D004660,T,GNBR
DB00811,MESH:D006467,T,GNBR
DB00811,MESH:D006470,T,GNBR
DB00811,MESH:D006478,T,GNBR
DB00811,MESH:D006479,T,GNBR
DB00811,MESH:D006480,T,GNBR
DB00811,MESH:D006482,T,GNBR
DB00811,MESH:D006509,T,GNBR
DB00811,MESH:D006521,T,GNBR
DB00811,MESH:D006528,T,GNBR
DB00811,MESH:D007153,T,GNBR
DB00811,MESH:D007251,T,GNBR
DB00811,MESH:D007674,T,GNBR
DB00811,MESH:D007676,T,GNBR
DB00811,MESH:D007835,T,GNBR
DB00811,MESH:D007938,T,GNBR
DB00811,MESH:D008103,T,GNBR
DB00811,MESH:D008107,T,GNBR
DB00811,MESH:D008206,T,GNBR
DB00811,MESH:D009205,T,GNBR
DB00811,MESH:D009336,T,GNBR
DB00811,MESH:D011014,T,GNBR
DB00811,MESH:D012128,T,GNBR
DB00811,MESH:D012131,T,GNBR
DB00811,MESH:D012141,T,GNBR
DB00811,MESH:D012516,T,GNBR
DB00811,MESH:D013344,T,GNBR
DB00811,MESH:D013789,T,GNBR
DB00811,MESH:D014607,Sa,GNBR
DB00811,MESH:D014657,T,GNBR
DB00811,MESH:D014777,T,GNBR
DB00811,MESH:D015004,T,GNBR
DB00811,MESH:D017114,T,GNBR
DB00811,MESH:D018184,T,GNBR
DB00811,MESH:D018352,T,GNBR
DB00811,MESH:D018804,T,GNBR
DB00811,MESH:D028922,T,GNBR
DB00811,MESH:D045169,T,GNBR
DB00811,MESH:D051436,T,GNBR
DB00811,MESH:D056486,T,GNBR
DB00811,MESH:D060085,T,GNBR
DB00140,MESH:C536353,T,GNBR
DB00140,MESH:C537111,T,GNBR
DB00140,MESH:C537475,T,GNBR
DB00140,MESH:C562729,T,GNBR
DB00140,MESH:D000140,T,GNBR
DB00140,MESH:D000755,T,GNBR
DB00140,MESH:D003320,T,GNBR
DB00140,MESH:D003677,T,GNBR
DB00140,MESH:D006261,T,GNBR
DB00140,MESH:D007511,Pa,GNBR
DB00140,MESH:D007634,T,GNBR
DB00140,MESH:D007640,T,GNBR
DB00140,MESH:D008175,T,GNBR
DB00140,MESH:D009135,T,GNBR
DB00140,MESH:D009422,Sa,GNBR
DB00140,MESH:D011565,T,GNBR
DB00140,MESH:D014947,T,GNBR
DB00140,MESH:D015430,Sa,GNBR
DB00140,MESH:D054069,T,GNBR
DB00140,MESH:D064420,T,GNBR
DB00140,MESH:D065306,T,GNBR
MESH:D012263,MESH:D006463,T,GNBR
MESH:D012265,MESH:D049914,Sa,GNBR
DB15073,MESH:C538235,T,GNBR
DB15073,MESH:D002318,T,GNBR
DB15073,MESH:D005356,T,GNBR
DB15073,MESH:D006333,T,GNBR
DB15073,MESH:D006943,T,GNBR
DB15073,MESH:D007511,Pa,GNBR
DB15073,MESH:D009203,T,GNBR
DB15073,MESH:D017202,T,GNBR
DB15073,MESH:D064420,Sa,GNBR
DB01045,MESH:C531821,T,GNBR
DB01045,MESH:C535456,T,GNBR
DB01045,MESH:C535808,T,GNBR
DB01045,MESH:C536227,Sa,GNBR
DB01045,MESH:D000163,T,GNBR
DB01045,MESH:D000208,T,GNBR
DB01045,MESH:D000312,Sa,GNBR
DB01045,MESH:D001172,T,GNBR
DB01045,MESH:D001249,Sa,GNBR
DB01045,MESH:D001424,T,GNBR
DB01045,MESH:D002006,T,GNBR
DB01045,MESH:D002779,T,GNBR
DB01045,MESH:D002780,Sa,GNBR
DB01045,MESH:D002908,T,GNBR
DB01045,MESH:D003092,T,GNBR
DB01045,MESH:D003141,T,GNBR
DB01045,MESH:D003866,Sa,GNBR
DB01045,MESH:D003920,T,GNBR
DB01045,MESH:D004194,T,GNBR
DB01045,MESH:D004211,Sa,GNBR
DB01045,MESH:D004405,T,GNBR
DB01045,MESH:D004696,T,GNBR
DB01045,MESH:D004761,Sa,GNBR
DB01045,MESH:D004941,Sa,GNBR
DB01045,MESH:D005547,T,GNBR
DB01045,MESH:D005921,Sa,GNBR
DB01045,MESH:D006069,T,GNBR
DB01045,MESH:D006349,T,GNBR
DB01045,MESH:D006461,T,GNBR
DB01045,MESH:D006470,T,GNBR
DB01045,MESH:D006932,T,GNBR
DB01045,MESH:D006943,Sa,GNBR
DB01045,MESH:D006967,Sa,GNBR
DB01045,MESH:D006996,T,GNBR
DB01045,MESH:D007022,Sa,GNBR
DB01045,MESH:D007037,Sa,GNBR
DB01045,MESH:D007153,Sa,GNBR
DB01045,MESH:D007153,Mp,GNBR
DB01045,MESH:D007239,T,GNBR
DB01045,MESH:D007674,T,GNBR
DB01045,MESH:D007896,T,GNBR
DB01045,MESH:D007898,T,GNBR
DB01045,MESH:D007918,T,GNBR
DB01045,MESH:D007970,Sa,GNBR
DB01045,MESH:D008105,T,GNBR
DB01045,MESH:D008171,T,GNBR
DB01045,MESH:D008175,T,GNBR
DB01045,MESH:D008581,T,GNBR
DB01045,MESH:D008589,T,GNBR
DB01045,MESH:D009165,T,GNBR
DB01045,MESH:D009369,T,GNBR
DB01045,MESH:D009393,Sa,GNBR
DB01045,MESH:D009402,Sa,GNBR
DB01045,MESH:D009404,Sa,GNBR
DB01045,MESH:D009422,Sa,GNBR
DB01045,MESH:D009956,T,GNBR
DB01045,MESH:D010019,T,GNBR
DB01045,MESH:D010190,Sa,GNBR
DB01045,MESH:D010538,T,GNBR
DB01045,MESH:D011014,T,GNBR
DB01045,MESH:D011537,T,GNBR
DB01045,MESH:D011552,T,GNBR
DB01045,MESH:D011565,T,GNBR
DB01045,MESH:D012141,T,GNBR
DB01045,MESH:D012164,T,GNBR
DB01045,MESH:D012480,T,GNBR
DB01045,MESH:D012559,T,GNBR
DB01045,MESH:D012871,T,GNBR
DB01045,MESH:D013203,T,GNBR
DB01045,MESH:D013585,T,GNBR
DB01045,MESH:D013921,Sa,GNBR
DB01045,MESH:D014141,T,GNBR
DB01045,MESH:D014382,T,GNBR
DB01045,MESH:D014388,T,GNBR
DB01045,MESH:D014390,T,GNBR
DB01045,MESH:D014391,T,GNBR
DB01045,MESH:D014394,T,GNBR
DB01045,MESH:D014395,T,GNBR
DB01045,MESH:D014397,T,GNBR
DB01045,MESH:D014398,T,GNBR
DB01045,MESH:D014456,T,GNBR
DB01045,MESH:D014526,T,GNBR
DB01045,MESH:D014552,T,GNBR
DB01045,MESH:D015209,T,GNBR
DB01045,MESH:D015440,T,GNBR
DB01045,MESH:D015470,T,GNBR
DB01045,MESH:D015658,T,GNBR
DB01045,MESH:D016470,T,GNBR
DB01045,MESH:D016575,T,GNBR
DB01045,MESH:D016773,T,GNBR
DB01045,MESH:D016873,T,GNBR
DB01045,MESH:D016919,T,GNBR
DB01045,MESH:D016920,T,GNBR
DB01045,MESH:D017497,T,GNBR
DB01045,MESH:D018088,T,GNBR
DB01045,MESH:D018805,T,GNBR
DB01045,MESH:D019578,T,GNBR
DB01045,MESH:D019636,T,GNBR
DB01045,MESH:D051437,T,GNBR
DB01045,MESH:D054312,T,GNBR
DB01045,MESH:D055985,T,GNBR
DB01045,MESH:D056005,T,GNBR
DB01045,MESH:D056006,T,GNBR
DB01045,MESH:D058186,Sa,GNBR
MESH:D012294,MESH:D014376,T,GNBR
DB00478,MESH:D007239,T,GNBR
DB00478,MESH:D007251,T,GNBR
DB00478,MESH:D007676,T,GNBR
DB00478,MESH:D015658,T,GNBR
MESH:D012310,MESH:D001791,Sa,GNBR
MESH:D012310,MESH:D004696,T,GNBR
MESH:D012310,MESH:D006470,Sa,GNBR
MESH:D012310,MESH:D010538,T,GNBR
MESH:D012310,MESH:D014842,T,GNBR
DB00867,MESH:C536214,Pa,GNBR
DB00867,MESH:C536469,T,GNBR
DB00867,MESH:D000380,Sa,GNBR
DB00867,MESH:D001145,Sa,GNBR
DB00867,MESH:D003920,T,GNBR
DB00867,MESH:D006331,Sa,GNBR
DB00867,MESH:D006948,T,GNBR
DB00867,MESH:D007008,Sa,GNBR
DB00867,MESH:D007022,Sa,GNBR
DB00867,MESH:D007752,T,GNBR
DB00867,MESH:D009503,Sa,GNBR
DB00867,MESH:D010923,T,GNBR
DB00867,MESH:D012206,Sa,GNBR
DB00867,MESH:D013610,Sa,GNBR
DB00867,MESH:D014657,Sa,GNBR
DB00867,MESH:D018376,Sa,GNBR
DB00867,MESH:D054537,T,GNBR
DB00867,MESH:D056486,Sa,GNBR
DB00867,MESH:D064420,Sa,GNBR
MESH:D012385,MESH:D003967,T,GNBR
MESH:D012385,MESH:D004403,T,GNBR
MESH:D012385,MESH:D007239,T,GNBR
DB11457,MESH:C537475,Sa,GNBR
DB11457,MESH:D000860,Sa,GNBR
DB11457,MESH:D001523,Sa,GNBR
DB11457,MESH:D004342,Pa,GNBR
DB11457,MESH:D007249,Sa,GNBR
DB11457,MESH:D007511,T,GNBR
DB11457,MESH:D007674,Pa,GNBR
DB11457,MESH:D009410,Sa,GNBR
DB11457,MESH:D009901,Sa,GNBR
DB11457,MESH:D010300,Sa,GNBR
DB11457,MESH:D010302,Sa,GNBR
DB11457,MESH:D014947,Sa,GNBR
DB11457,MESH:D019636,Sa,GNBR
DB11457,MESH:D020258,Sa,GNBR
DB11457,MESH:D028361,Sa,GNBR
DB11457,MESH:D064420,Sa,GNBR
DB11457,OMIM:168600,Sa,GNBR
MESH:D012428,MESH:C536494,T,GNBR
MESH:D012428,MESH:D008545,T,GNBR
DB01698,MESH:C566991,T,GNBR
DB01698,MESH:D000544,T,GNBR
DB01698,MESH:D001172,T,GNBR
DB01698,MESH:D002386,Pa,GNBR
DB01698,MESH:D005355,Pa,GNBR
DB01698,MESH:D005600,T,GNBR
DB01698,MESH:D006470,T,GNBR
DB01698,MESH:D007511,T,GNBR
DB01698,MESH:D007674,Pa,GNBR
DB01698,MESH:D008413,Pa,GNBR
DB01698,MESH:D008659,Pa,GNBR
DB01698,MESH:D009336,Sa,GNBR
DB01698,MESH:D009410,Pa,GNBR
DB01698,MESH:D010003,T,GNBR
DB01698,MESH:D013927,T,GNBR
DB01698,MESH:D019190,T,GNBR
DB01698,MESH:D019636,T,GNBR
DB01698,MESH:D066126,Pa,GNBR
MESH:D012433,MESH:C536214,Sa,GNBR
MESH:D012433,MESH:D003286,Sa,GNBR
MESH:D012433,MESH:D003866,Sa,GNBR
MESH:D012433,MESH:D006984,Pa,GNBR
MESH:D012433,MESH:D008305,Sa,GNBR
MESH:D012433,MESH:D009202,T,GNBR
MESH:D012433,MESH:D012735,Sa,GNBR
MESH:D012433,MESH:D017202,T,GNBR
MESH:D012433,MESH:D055090,T,GNBR
MESH:D012433,MESH:D064420,Sa,GNBR
DB01752,MESH:D008107,Sa,GNBR
DB00118,MESH:C535932,T,GNBR
DB00118,MESH:D001943,C,GNBR
DB00118,MESH:D002779,T,GNBR
DB00118,MESH:D002780,T,GNBR
DB00118,MESH:D003866,T,GNBR
DB00118,MESH:D005235,T,GNBR
DB00118,MESH:D005356,T,GNBR
DB00118,MESH:D006712,T,GNBR
DB00118,MESH:D007926,T,GNBR
DB00118,MESH:D008104,T,GNBR
DB00118,MESH:D008107,T,GNBR
DB00118,MESH:D008108,T,GNBR
DB00118,MESH:D008659,T,GNBR
DB00118,MESH:D009369,C,GNBR
DB00118,MESH:D010003,T,GNBR
DB00118,MESH:D018455,Mp,GNBR
DB00118,MESH:D056486,T,GNBR
DB12418,MESH:D003920,T,GNBR
DB12418,MESH:D007037,Mp,GNBR
DB12418,MESH:D009325,Sa,GNBR
DB12418,MESH:D009369,Sa,GNBR
DB12418,MESH:D015430,Sa,GNBR
MESH:D012451,MESH:D009369,C,GNBR
MESH:D012459,MESH:D001171,T,GNBR
MESH:D012459,MESH:D001172,T,GNBR
MESH:D012459,MESH:D001523,Sa,GNBR
MESH:D012459,MESH:D003093,T,GNBR
MESH:D012459,MESH:D003920,T,GNBR
MESH:D012459,MESH:D006311,Pr,GNBR
MESH:D012459,MESH:D009336,Pa,GNBR
MESH:D012459,MESH:D010146,T,GNBR
MESH:D012459,MESH:D011041,T,GNBR
MESH:D012459,MESH:D012213,T,GNBR
MESH:D012459,MESH:D012216,T,GNBR
MESH:D012459,MESH:D013615,T,GNBR
MESH:D012459,MESH:D014012,Sa,GNBR
MESH:D012459,MESH:D015212,T,GNBR
DB00795,MESH:C535541,T,GNBR
DB00795,MESH:C536227,T,GNBR
DB00795,MESH:C538347,T,GNBR
DB00795,MESH:C562799,Sa,GNBR
DB00795,MESH:D000505,T,GNBR
DB00795,MESH:D000647,Sa,GNBR
DB00795,MESH:D000707,Pa,GNBR
DB00795,MESH:D000743,T,GNBR
DB00795,MESH:D001168,T,GNBR
DB00795,MESH:D001171,T,GNBR
DB00795,MESH:D001172,T,GNBR
DB00795,MESH:D001249,T,GNBR
DB00795,MESH:D001284,T,GNBR
DB00795,MESH:D001327,T,GNBR
DB00795,MESH:D001927,Sa,GNBR
DB00795,MESH:D003092,T,GNBR
DB00795,MESH:D003093,T,GNBR
DB00795,MESH:D003108,T,GNBR
DB00795,MESH:D003110,T,GNBR
DB00795,MESH:D003424,T,GNBR
DB00795,MESH:D003643,Pa,GNBR
DB00795,MESH:D003874,T,GNBR
DB00795,MESH:D003967,T,GNBR
DB00795,MESH:D004194,T,GNBR
DB00795,MESH:D004342,Sa,GNBR
DB00795,MESH:D004802,Sa,GNBR
DB00795,MESH:D005076,Sa,GNBR
DB00795,MESH:D005334,T,GNBR
DB00795,MESH:D005910,T,GNBR
DB00795,MESH:D006461,T,GNBR
DB00795,MESH:D006470,T,GNBR
