Compound_id,Atc_id,relation_type,database
DB13321,V,x-atc,DRUGBANK
DB13322,A02AD,x-atc,DRUGBANK
DB13322,A02A,x-atc,DRUGBANK
DB13322,A02,x-atc,DRUGBANK
DB13322,A,x-atc,DRUGBANK
DB13323,N01AB,x-atc,DRUGBANK
DB13323,N01A,x-atc,DRUGBANK
DB13323,N01,x-atc,DRUGBANK
DB13323,N,x-atc,DRUGBANK
DB13324,M03BX,x-atc,DRUGBANK
DB13324,M03B,x-atc,DRUGBANK
DB13324,M03,x-atc,DRUGBANK
DB13324,M,x-atc,DRUGBANK
DB13325,A07AX,x-atc,DRUGBANK
DB13325,A07A,x-atc,DRUGBANK
DB13325,A07,x-atc,DRUGBANK
DB13325,A,x-atc,DRUGBANK
DB13326,D08AA,x-atc,DRUGBANK
DB13326,D08A,x-atc,DRUGBANK
DB13326,D08,x-atc,DRUGBANK
DB13326,D,x-atc,DRUGBANK
DB13327,B01AC,x-atc,DRUGBANK
DB13327,B01A,x-atc,DRUGBANK
DB13327,B01,x-atc,DRUGBANK
DB13327,B,x-atc,DRUGBANK
DB13328,N01BB,x-atc,DRUGBANK
DB13328,N01B,x-atc,DRUGBANK
DB13328,N01,x-atc,DRUGBANK
DB13328,N,x-atc,DRUGBANK
DB13329,S01XA,x-atc,DRUGBANK
DB13329,S01X,x-atc,DRUGBANK
DB13329,S01,x-atc,DRUGBANK
DB13329,S,x-atc,DRUGBANK
DB13330,C01CA,x-atc,DRUGBANK
DB13330,C01C,x-atc,DRUGBANK
DB13330,C01,x-atc,DRUGBANK
DB13330,C,x-atc,DRUGBANK
DB13331,N05CE,x-atc,DRUGBANK
DB13331,N05C,x-atc,DRUGBANK
DB13331,N05,x-atc,DRUGBANK
DB13331,N,x-atc,DRUGBANK
DB13332,P03BX,x-atc,DRUGBANK
DB13332,P03B,x-atc,DRUGBANK
DB13332,P03,x-atc,DRUGBANK
DB13332,P,x-atc,DRUGBANK
DB13333,C01DX,x-atc,DRUGBANK
DB13333,C01D,x-atc,DRUGBANK
DB13333,C01,x-atc,DRUGBANK
DB13333,C,x-atc,DRUGBANK
DB13334,L01AB,x-atc,DRUGBANK
DB13334,L01A,x-atc,DRUGBANK
DB13334,L01,x-atc,DRUGBANK
DB13334,L,x-atc,DRUGBANK
DB13335,N05BA,x-atc,DRUGBANK
DB13335,N05B,x-atc,DRUGBANK
DB13335,N05,x-atc,DRUGBANK
DB13335,N,x-atc,DRUGBANK
DB13336,P03BX,x-atc,DRUGBANK
DB13336,P03B,x-atc,DRUGBANK
DB13336,P03,x-atc,DRUGBANK
DB13336,P,x-atc,DRUGBANK
DB13337,J01CR,x-atc,DRUGBANK
DB13337,J01C,x-atc,DRUGBANK
DB13337,J01,x-atc,DRUGBANK
DB13337,J,x-atc,DRUGBANK
DB13338,J01FA,x-atc,DRUGBANK
DB13338,J01F,x-atc,DRUGBANK
DB13338,J01,x-atc,DRUGBANK
DB13338,J,x-atc,DRUGBANK
DB13339,L01AG,x-atc,DRUGBANK
DB13339,L01A,x-atc,DRUGBANK
DB13339,L01,x-atc,DRUGBANK
DB13339,L,x-atc,DRUGBANK
DB13340,C04AX,x-atc,DRUGBANK
DB13340,C04A,x-atc,DRUGBANK
DB13340,C04,x-atc,DRUGBANK
DB13340,C,x-atc,DRUGBANK
DB13341,N06BA,x-atc,DRUGBANK
DB13341,N06B,x-atc,DRUGBANK
DB13341,N06,x-atc,DRUGBANK
DB13341,N,x-atc,DRUGBANK
DB13342,C01DX,x-atc,DRUGBANK
DB13342,C01D,x-atc,DRUGBANK
DB13342,C01,x-atc,DRUGBANK
DB13342,C,x-atc,DRUGBANK
DB13343,D10AB,x-atc,DRUGBANK
DB13343,D10A,x-atc,DRUGBANK
DB13343,D10,x-atc,DRUGBANK
DB13343,D,x-atc,DRUGBANK
DB13344,D08AK,x-atc,DRUGBANK
DB13344,D08A,x-atc,DRUGBANK
DB13344,D08,x-atc,DRUGBANK
DB13344,D,x-atc,DRUGBANK
DB13345,C04AE,x-atc,DRUGBANK
DB13345,C04A,x-atc,DRUGBANK
DB13345,C04,x-atc,DRUGBANK
DB13345,C,x-atc,DRUGBANK
DB13346,M01AB,x-atc,DRUGBANK
DB13346,M01A,x-atc,DRUGBANK
DB13346,M01,x-atc,DRUGBANK
DB13346,M,x-atc,DRUGBANK
DB13347,B01AA,x-atc,DRUGBANK
DB13347,B01A,x-atc,DRUGBANK
DB13347,B01,x-atc,DRUGBANK
DB13347,B,x-atc,DRUGBANK
DB13348,C10AX,x-atc,DRUGBANK
DB13348,C10A,x-atc,DRUGBANK
DB13348,C10,x-atc,DRUGBANK
DB13348,C,x-atc,DRUGBANK
DB13349,R06AB,x-atc,DRUGBANK
DB13349,R06A,x-atc,DRUGBANK
DB13349,R06,x-atc,DRUGBANK
DB13349,R,x-atc,DRUGBANK
DB13350,G01AF,x-atc,DRUGBANK
DB13350,G01A,x-atc,DRUGBANK
DB13350,G01,x-atc,DRUGBANK
DB13350,G,x-atc,DRUGBANK
DB13351,A03AA,x-atc,DRUGBANK
DB13351,A03A,x-atc,DRUGBANK
DB13351,A03,x-atc,DRUGBANK
DB13351,A,x-atc,DRUGBANK
DB13352,N06BX,x-atc,DRUGBANK
DB13352,N06B,x-atc,DRUGBANK
DB13352,N06,x-atc,DRUGBANK
DB13352,N,x-atc,DRUGBANK
DB13353,N02BG,x-atc,DRUGBANK
DB13353,N02B,x-atc,DRUGBANK
DB13353,N02,x-atc,DRUGBANK
DB13353,N,x-atc,DRUGBANK
DB13354,M03BA,x-atc,DRUGBANK
DB13354,M03B,x-atc,DRUGBANK
DB13354,M03,x-atc,DRUGBANK
DB13354,M,x-atc,DRUGBANK
DB13355,C04AX,x-atc,DRUGBANK
DB13355,C04A,x-atc,DRUGBANK
DB13355,C04,x-atc,DRUGBANK
DB13355,C,x-atc,DRUGBANK
DB13356,P03AA,x-atc,DRUGBANK
DB13356,P03A,x-atc,DRUGBANK
DB13356,P03,x-atc,DRUGBANK
DB13356,P,x-atc,DRUGBANK
DB13357,M03BA,x-atc,DRUGBANK
DB13357,M03B,x-atc,DRUGBANK
DB13357,M03,x-atc,DRUGBANK
DB13357,M,x-atc,DRUGBANK
DB13358,C01BG,x-atc,DRUGBANK
DB13358,C01B,x-atc,DRUGBANK
DB13358,C01,x-atc,DRUGBANK
DB13358,C,x-atc,DRUGBANK
DB13359,A12CC,x-atc,DRUGBANK
DB13359,A12C,x-atc,DRUGBANK
DB13359,A12,x-atc,DRUGBANK
DB13359,A,x-atc,DRUGBANK
DB13360,D01AE,x-atc,DRUGBANK
DB13360,D01A,x-atc,DRUGBANK
DB13360,D01,x-atc,DRUGBANK
DB13360,D,x-atc,DRUGBANK
DB13361,A03AX,x-atc,DRUGBANK
DB13361,A03A,x-atc,DRUGBANK
DB13361,A03,x-atc,DRUGBANK
DB13361,A,x-atc,DRUGBANK
DB13362,N03AX,x-atc,DRUGBANK
DB13362,N03A,x-atc,DRUGBANK
DB13362,N03,x-atc,DRUGBANK
DB13362,N,x-atc,DRUGBANK
DB13363,M01AX,x-atc,DRUGBANK
DB13363,M01A,x-atc,DRUGBANK
DB13363,M01,x-atc,DRUGBANK
DB13363,M,x-atc,DRUGBANK
DB13364,M01AX,x-atc,DRUGBANK
DB13364,M01A,x-atc,DRUGBANK
DB13364,M01,x-atc,DRUGBANK
DB13364,M,x-atc,DRUGBANK
DB13365,A12AA,x-atc,DRUGBANK
DB13365,A12A,x-atc,DRUGBANK
DB13365,A12,x-atc,DRUGBANK
DB13365,A,x-atc,DRUGBANK
DB13366,B05XA,x-atc,DRUGBANK
DB13366,B05X,x-atc,DRUGBANK
DB13366,B05,x-atc,DRUGBANK
DB13366,B,x-atc,DRUGBANK
DB13367,B01AC,x-atc,DRUGBANK
DB13367,B01A,x-atc,DRUGBANK
DB13367,B01,x-atc,DRUGBANK
DB13367,B,x-atc,DRUGBANK
DB13368,D10AD,x-atc,DRUGBANK
DB13368,D10A,x-atc,DRUGBANK
DB13368,D10,x-atc,DRUGBANK
DB13368,D,x-atc,DRUGBANK
DB13369,A03AB,x-atc,DRUGBANK
DB13369,A03A,x-atc,DRUGBANK
DB13369,A03,x-atc,DRUGBANK
DB13369,A,x-atc,DRUGBANK
DB13370,N05CM,x-atc,DRUGBANK
DB13370,N05C,x-atc,DRUGBANK
DB13370,N05,x-atc,DRUGBANK
DB13370,N,x-atc,DRUGBANK
DB13371,M01AB,x-atc,DRUGBANK
DB13371,M01A,x-atc,DRUGBANK
DB13371,M01,x-atc,DRUGBANK
DB13371,M,x-atc,DRUGBANK
DB13372,B02BC,x-atc,DRUGBANK
DB13372,B02B,x-atc,DRUGBANK
DB13372,B02,x-atc,DRUGBANK
DB13372,B,x-atc,DRUGBANK
DB13373,R02AA,x-atc,DRUGBANK
DB13373,R02A,x-atc,DRUGBANK
DB13373,R02,x-atc,DRUGBANK
DB13373,R,x-atc,DRUGBANK
DB13374,C04AX,x-atc,DRUGBANK
DB13374,C04A,x-atc,DRUGBANK
DB13374,C04,x-atc,DRUGBANK
DB13374,C,x-atc,DRUGBANK
DB13375,L01XC,x-atc,DRUGBANK
DB13375,L01X,x-atc,DRUGBANK
DB13375,L01,x-atc,DRUGBANK
DB13375,L,x-atc,DRUGBANK
DB13376,G04BX,x-atc,DRUGBANK
DB13376,G04B,x-atc,DRUGBANK
DB13376,G04,x-atc,DRUGBANK
DB13376,G,x-atc,DRUGBANK
DB13377,N05CA,x-atc,DRUGBANK
DB13377,N05C,x-atc,DRUGBANK
DB13377,N05,x-atc,DRUGBANK
DB13377,N,x-atc,DRUGBANK
DB13378,C01CA,x-atc,DRUGBANK
DB13378,C01C,x-atc,DRUGBANK
DB13378,C01,x-atc,DRUGBANK
DB13378,C,x-atc,DRUGBANK
DB13379,P01AX,x-atc,DRUGBANK
DB13379,P01A,x-atc,DRUGBANK
DB13379,P01,x-atc,DRUGBANK
DB13379,P,x-atc,DRUGBANK
DB13380,A03AA,x-atc,DRUGBANK
DB13380,A03A,x-atc,DRUGBANK
DB13380,A03,x-atc,DRUGBANK
DB13380,A,x-atc,DRUGBANK
DB13381,B03AB,x-atc,DRUGBANK
DB13381,B03A,x-atc,DRUGBANK
DB13381,B03,x-atc,DRUGBANK
DB13381,B,x-atc,DRUGBANK
DB13382,N05AA,x-atc,DRUGBANK
DB13382,N05A,x-atc,DRUGBANK
DB13382,N05,x-atc,DRUGBANK
DB13382,N,x-atc,DRUGBANK
DB13383,D08AG,x-atc,DRUGBANK
DB13383,D08A,x-atc,DRUGBANK
DB13383,D08,x-atc,DRUGBANK
DB13383,D,x-atc,DRUGBANK
DB13384,N06CA,x-atc,DRUGBANK
DB13384,N06C,x-atc,DRUGBANK
DB13384,N06,x-atc,DRUGBANK
DB13384,N,x-atc,DRUGBANK
DB13385,N04BC,x-atc,DRUGBANK
DB13385,N04B,x-atc,DRUGBANK
DB13385,N04,x-atc,DRUGBANK
DB13385,N,x-atc,DRUGBANK
DB13386,G03GB,x-atc,DRUGBANK
DB13386,G03G,x-atc,DRUGBANK
DB13386,G03,x-atc,DRUGBANK
DB13386,G,x-atc,DRUGBANK
DB13387,B06AB,x-atc,DRUGBANK
DB13387,B06A,x-atc,DRUGBANK
DB13387,B06,x-atc,DRUGBANK
DB13387,B,x-atc,DRUGBANK
DB13388,D09AA,x-atc,DRUGBANK
DB13388,D09A,x-atc,DRUGBANK
DB13388,D09,x-atc,DRUGBANK
DB13388,D,x-atc,DRUGBANK
DB13389,V08AD,x-atc,DRUGBANK
DB13389,V08A,x-atc,DRUGBANK
DB13389,V08,x-atc,DRUGBANK
DB13389,V,x-atc,DRUGBANK
DB13391,R05CA,x-atc,DRUGBANK
DB13391,R05C,x-atc,DRUGBANK
DB13391,R05,x-atc,DRUGBANK
DB13391,R,x-atc,DRUGBANK
DB13392,D08AK,x-atc,DRUGBANK
DB13392,D08A,x-atc,DRUGBANK
DB13392,D08,x-atc,DRUGBANK
DB13392,D,x-atc,DRUGBANK
DB13393,P01AX,x-atc,DRUGBANK
DB13393,P01A,x-atc,DRUGBANK
DB13393,P01,x-atc,DRUGBANK
DB13393,P,x-atc,DRUGBANK
DB13394,A01AD,x-atc,DRUGBANK
DB13394,A01A,x-atc,DRUGBANK
DB13394,A01,x-atc,DRUGBANK
DB13394,A,x-atc,DRUGBANK
DB13395,R03DX,x-atc,DRUGBANK
DB13395,R03D,x-atc,DRUGBANK
DB13395,R03,x-atc,DRUGBANK
DB13395,R,x-atc,DRUGBANK
DB13396,N03AB,x-atc,DRUGBANK
DB13396,N03A,x-atc,DRUGBANK
DB13396,N03,x-atc,DRUGBANK
DB13396,N,x-atc,DRUGBANK
DB13397,R05DB,x-atc,DRUGBANK
DB13397,R05D,x-atc,DRUGBANK
DB13397,R05,x-atc,DRUGBANK
DB13397,R,x-atc,DRUGBANK
DB13398,C01DX,x-atc,DRUGBANK
DB13398,C01D,x-atc,DRUGBANK
DB13398,C01,x-atc,DRUGBANK
DB13398,C,x-atc,DRUGBANK
DB13399,G02CB,x-atc,DRUGBANK
DB13399,G02C,x-atc,DRUGBANK
DB13399,G02,x-atc,DRUGBANK
DB13399,G,x-atc,DRUGBANK
DB13400,C01DX,x-atc,DRUGBANK
DB13400,C01D,x-atc,DRUGBANK
DB13400,C01,x-atc,DRUGBANK
DB13400,C,x-atc,DRUGBANK
DB13401,C01AA,x-atc,DRUGBANK
DB13401,C01A,x-atc,DRUGBANK
DB13401,C01,x-atc,DRUGBANK
DB13401,C,x-atc,DRUGBANK
DB13402,N05CC,x-atc,DRUGBANK
DB13402,N05C,x-atc,DRUGBANK
DB13402,N05,x-atc,DRUGBANK
DB13402,N,x-atc,DRUGBANK
DB13403,N05AE,x-atc,DRUGBANK
DB13403,N05A,x-atc,DRUGBANK
DB13403,N05,x-atc,DRUGBANK
DB13403,N,x-atc,DRUGBANK
DB13404,S01XA,x-atc,DRUGBANK
DB13404,S01X,x-atc,DRUGBANK
DB13404,S01,x-atc,DRUGBANK
DB13404,S,x-atc,DRUGBANK
DB13405,C03BB,x-atc,DRUGBANK
DB13405,C03B,x-atc,DRUGBANK
DB13405,C03,x-atc,DRUGBANK
DB13405,C,x-atc,DRUGBANK
DB13406,A10BB,x-atc,DRUGBANK
DB13406,A10B,x-atc,DRUGBANK
DB13406,A10,x-atc,DRUGBANK
DB13406,A,x-atc,DRUGBANK
DB13407,M02AA,x-atc,DRUGBANK
DB13407,M02A,x-atc,DRUGBANK
DB13407,M02,x-atc,DRUGBANK
DB13407,M,x-atc,DRUGBANK
DB13408,C01DA,x-atc,DRUGBANK
DB13408,C01D,x-atc,DRUGBANK
DB13408,C01,x-atc,DRUGBANK
DB13408,C,x-atc,DRUGBANK
DB13409,J01FA,x-atc,DRUGBANK
DB13409,J01F,x-atc,DRUGBANK
DB13409,J01,x-atc,DRUGBANK
DB13409,J,x-atc,DRUGBANK
DB13410,C02CC,x-atc,DRUGBANK
DB13410,C02C,x-atc,DRUGBANK
DB13410,C02,x-atc,DRUGBANK
DB13410,C,x-atc,DRUGBANK
DB13411,N06AA,x-atc,DRUGBANK
DB13411,N06A,x-atc,DRUGBANK
DB13411,N06,x-atc,DRUGBANK
DB13411,N,x-atc,DRUGBANK
DB13412,N06BX,x-atc,DRUGBANK
DB13412,N06B,x-atc,DRUGBANK
DB13412,N06,x-atc,DRUGBANK
DB13412,N,x-atc,DRUGBANK
DB13413,N04AA,x-atc,DRUGBANK
DB13413,N04A,x-atc,DRUGBANK
DB13413,N04,x-atc,DRUGBANK
DB13413,N,x-atc,DRUGBANK
DB13414,M03BX,x-atc,DRUGBANK
DB13414,M03B,x-atc,DRUGBANK
DB13414,M03,x-atc,DRUGBANK
DB13414,M,x-atc,DRUGBANK
DB13415,R07AB,x-atc,DRUGBANK
DB13415,R07A,x-atc,DRUGBANK
DB13415,R07,x-atc,DRUGBANK
DB13415,R,x-atc,DRUGBANK
DB13416,A11DA,x-atc,DRUGBANK
DB13416,A11D,x-atc,DRUGBANK
DB13416,A11,x-atc,DRUGBANK
DB13416,A,x-atc,DRUGBANK
DB13417,J04AK,x-atc,DRUGBANK
DB13417,J04A,x-atc,DRUGBANK
DB13417,J04,x-atc,DRUGBANK
DB13417,J,x-atc,DRUGBANK
DB13418,G03CB,x-atc,DRUGBANK
DB13418,G03C,x-atc,DRUGBANK
DB13418,G03,x-atc,DRUGBANK
DB13418,G,x-atc,DRUGBANK
DB13419,A02BX,x-atc,DRUGBANK
DB13419,A02B,x-atc,DRUGBANK
DB13419,A02,x-atc,DRUGBANK
DB13419,A,x-atc,DRUGBANK
DB13420,R06AD,x-atc,DRUGBANK
DB13420,R06A,x-atc,DRUGBANK
DB13420,R06,x-atc,DRUGBANK
DB13420,R,x-atc,DRUGBANK
DB13421,D06BB,x-atc,DRUGBANK
DB13421,D06B,x-atc,DRUGBANK
DB13421,D06,x-atc,DRUGBANK
DB13421,D,x-atc,DRUGBANK
DB13422,C10AD,x-atc,DRUGBANK
DB13422,C10A,x-atc,DRUGBANK
DB13422,C10,x-atc,DRUGBANK
DB13422,C,x-atc,DRUGBANK
DB13423,B03AB,x-atc,DRUGBANK
DB13423,B03A,x-atc,DRUGBANK
DB13423,B03,x-atc,DRUGBANK
DB13423,B,x-atc,DRUGBANK
DB13424,P03AB,x-atc,DRUGBANK
DB13424,P03A,x-atc,DRUGBANK
DB13424,P03,x-atc,DRUGBANK
DB13424,P,x-atc,DRUGBANK
DB13425,G01AF,x-atc,DRUGBANK
DB13425,G01A,x-atc,DRUGBANK
DB13425,G01,x-atc,DRUGBANK
DB13425,G,x-atc,DRUGBANK
DB13427,V10AX,x-atc,DRUGBANK
DB13427,V10A,x-atc,DRUGBANK
DB13427,V10,x-atc,DRUGBANK
DB13427,V,x-atc,DRUGBANK
DB13428,V08AC,x-atc,DRUGBANK
DB13428,V08A,x-atc,DRUGBANK
DB13428,V08,x-atc,DRUGBANK
DB13428,V,x-atc,DRUGBANK
DB13429,C02AC,x-atc,DRUGBANK
DB13429,C02A,x-atc,DRUGBANK
DB13429,C02,x-atc,DRUGBANK
DB13429,C,x-atc,DRUGBANK
DB13430,C03AA,x-atc,DRUGBANK
DB13430,C03A,x-atc,DRUGBANK
DB13430,C03,x-atc,DRUGBANK
DB13430,C,x-atc,DRUGBANK
DB13431,A02BX,x-atc,DRUGBANK
DB13431,A02B,x-atc,DRUGBANK
DB13431,A02,x-atc,DRUGBANK
DB13431,A,x-atc,DRUGBANK
DB13432,M01AB,x-atc,DRUGBANK
DB13432,M01A,x-atc,DRUGBANK
DB13432,M01,x-atc,DRUGBANK
DB13432,M,x-atc,DRUGBANK
DB13433,C10AB,x-atc,DRUGBANK
DB13433,C10A,x-atc,DRUGBANK
DB13433,C10,x-atc,DRUGBANK
DB13433,C,x-atc,DRUGBANK
DB13434,D01AC,x-atc,DRUGBANK
DB13434,D01A,x-atc,DRUGBANK
DB13434,D01,x-atc,DRUGBANK
DB13434,D,x-atc,DRUGBANK
DB13435,C02DB,x-atc,DRUGBANK
DB13435,C02D,x-atc,DRUGBANK
DB13435,C02,x-atc,DRUGBANK
DB13435,C,x-atc,DRUGBANK
DB13436,R05DB,x-atc,DRUGBANK
DB13436,R05D,x-atc,DRUGBANK
DB13436,R05,x-atc,DRUGBANK
DB13436,R,x-atc,DRUGBANK
DB13437,N05BA,x-atc,DRUGBANK
DB13437,N05B,x-atc,DRUGBANK
DB13437,N05,x-atc,DRUGBANK
DB13437,N,x-atc,DRUGBANK
DB13438,N06BX,x-atc,DRUGBANK
DB13438,N06B,x-atc,DRUGBANK
DB13438,N06,x-atc,DRUGBANK
DB13438,N,x-atc,DRUGBANK
DB13439,A03AX,x-atc,DRUGBANK
DB13439,A03A,x-atc,DRUGBANK
DB13439,A03,x-atc,DRUGBANK
DB13439,A,x-atc,DRUGBANK
DB13441,C10AD,x-atc,DRUGBANK
DB13441,C10A,x-atc,DRUGBANK
DB13441,C10,x-atc,DRUGBANK
DB13441,C,x-atc,DRUGBANK
DB13442,A05BA,x-atc,DRUGBANK
DB13442,A05B,x-atc,DRUGBANK
DB13442,A05,x-atc,DRUGBANK
DB13442,A,x-atc,DRUGBANK
DB13443,C07AB,x-atc,DRUGBANK
DB13443,C07A,x-atc,DRUGBANK
DB13443,C07,x-atc,DRUGBANK
DB13443,C,x-atc,DRUGBANK
DB13444,V08AA,x-atc,DRUGBANK
DB13444,V08A,x-atc,DRUGBANK
DB13444,V08,x-atc,DRUGBANK
DB13444,V,x-atc,DRUGBANK
DB13445,R05DB,x-atc,DRUGBANK
DB13445,R05D,x-atc,DRUGBANK
DB13445,R05,x-atc,DRUGBANK
DB13445,R,x-atc,DRUGBANK
DB13446,A10BX,x-atc,DRUGBANK
DB13446,A10B,x-atc,DRUGBANK
DB13446,A10,x-atc,DRUGBANK
DB13446,A,x-atc,DRUGBANK
DB13447,R07AB,x-atc,DRUGBANK
DB13447,R07A,x-atc,DRUGBANK
DB13447,R07,x-atc,DRUGBANK
DB13447,R,x-atc,DRUGBANK
DB13448,N04AA,x-atc,DRUGBANK
DB13448,N04A,x-atc,DRUGBANK
DB13448,N04,x-atc,DRUGBANK
DB13448,N,x-atc,DRUGBANK
DB13449,R03DA,x-atc,DRUGBANK
DB13449,R03D,x-atc,DRUGBANK
DB13449,R03,x-atc,DRUGBANK
DB13449,R,x-atc,DRUGBANK
DB13451,B01AA,x-atc,DRUGBANK
DB13451,B01A,x-atc,DRUGBANK
DB13451,B01,x-atc,DRUGBANK
DB13451,B,x-atc,DRUGBANK
DB13452,C02DB,x-atc,DRUGBANK
DB13452,C02D,x-atc,DRUGBANK
DB13452,C02,x-atc,DRUGBANK
DB13452,C,x-atc,DRUGBANK
DB13453,N01AX,x-atc,DRUGBANK
DB13453,N01A,x-atc,DRUGBANK
DB13453,N01,x-atc,DRUGBANK
DB13453,N,x-atc,DRUGBANK
DB13454,N02AA,x-atc,DRUGBANK
DB13454,N02A,x-atc,DRUGBANK
DB13454,N02,x-atc,DRUGBANK
DB13454,N,x-atc,DRUGBANK
DB13455,N06BX,x-atc,DRUGBANK
DB13455,N06B,x-atc,DRUGBANK
DB13455,N06,x-atc,DRUGBANK
DB13455,N,x-atc,DRUGBANK
DB13456,J01FA,x-atc,DRUGBANK
DB13456,J01F,x-atc,DRUGBANK
DB13456,J01,x-atc,DRUGBANK
DB13456,J,x-atc,DRUGBANK
DB13457,N06AX,x-atc,DRUGBANK
DB13457,N06A,x-atc,DRUGBANK
DB13457,N06,x-atc,DRUGBANK
DB13457,N,x-atc,DRUGBANK
DB13458,R05DA,x-atc,DRUGBANK
DB13458,R05D,x-atc,DRUGBANK
DB13458,R05,x-atc,DRUGBANK
DB13458,R,x-atc,DRUGBANK
DB13459,D01AA,x-atc,DRUGBANK
DB13459,D01A,x-atc,DRUGBANK
DB13459,D01,x-atc,DRUGBANK
DB13459,D,x-atc,DRUGBANK
DB13460,C10AB,x-atc,DRUGBANK
DB13460,C10A,x-atc,DRUGBANK
DB13460,C10,x-atc,DRUGBANK
DB13460,C,x-atc,DRUGBANK
DB13461,J01DD,x-atc,DRUGBANK
DB13461,J01D,x-atc,DRUGBANK
DB13461,J01,x-atc,DRUGBANK
DB13461,J,x-atc,DRUGBANK
DB13462,P02CX,x-atc,DRUGBANK
DB13462,P02C,x-atc,DRUGBANK
DB13462,P02,x-atc,DRUGBANK
DB13462,P,x-atc,DRUGBANK
DB13463,N02CX,x-atc,DRUGBANK
DB13463,N02C,x-atc,DRUGBANK
DB13463,N02,x-atc,DRUGBANK
DB13463,N,x-atc,DRUGBANK
DB13464,H01BA,x-atc,DRUGBANK
DB13464,H01B,x-atc,DRUGBANK
DB13464,H01,x-atc,DRUGBANK
DB13464,H,x-atc,DRUGBANK
DB13465,P02CA,x-atc,DRUGBANK
DB13465,P02C,x-atc,DRUGBANK
DB13465,P02,x-atc,DRUGBANK
DB13465,P,x-atc,DRUGBANK
DB13466,R06AX,x-atc,DRUGBANK
DB13466,R06A,x-atc,DRUGBANK
DB13466,R06,x-atc,DRUGBANK
DB13466,R,x-atc,DRUGBANK
DB13467,C01AA,x-atc,DRUGBANK
DB13467,C01A,x-atc,DRUGBANK
DB13467,C01,x-atc,DRUGBANK
DB13467,C,x-atc,DRUGBANK
DB13468,N04AC,x-atc,DRUGBANK
DB13468,N04A,x-atc,DRUGBANK
DB13468,N04,x-atc,DRUGBANK
DB13468,N,x-atc,DRUGBANK
DB13469,P01AX,x-atc,DRUGBANK
DB13469,P01A,x-atc,DRUGBANK
DB13469,P01,x-atc,DRUGBANK
DB13469,P,x-atc,DRUGBANK
DB13470,J01DD,x-atc,DRUGBANK
DB13470,J01D,x-atc,DRUGBANK
DB13470,J01,x-atc,DRUGBANK
DB13470,J,x-atc,DRUGBANK
DB13471,V03AX,x-atc,DRUGBANK
DB13471,V03A,x-atc,DRUGBANK
DB13471,V03,x-atc,DRUGBANK
DB13471,V,x-atc,DRUGBANK
DB13472,G03GB,x-atc,DRUGBANK
DB13472,G03G,x-atc,DRUGBANK
DB13472,G03,x-atc,DRUGBANK
DB13472,G,x-atc,DRUGBANK
DB13473,R05CA,x-atc,DRUGBANK
DB13473,R05C,x-atc,DRUGBANK
DB13473,R05,x-atc,DRUGBANK
DB13473,R,x-atc,DRUGBANK
DB13474,R05DB,x-atc,DRUGBANK
DB13474,R05D,x-atc,DRUGBANK
DB13474,R05,x-atc,DRUGBANK
DB13474,R,x-atc,DRUGBANK
DB13475,J01XE,x-atc,DRUGBANK
DB13475,J01X,x-atc,DRUGBANK
DB13475,J01,x-atc,DRUGBANK
DB13475,J,x-atc,DRUGBANK
DB13476,A03AX,x-atc,DRUGBANK
DB13476,A03A,x-atc,DRUGBANK
DB13476,A03,x-atc,DRUGBANK
DB13476,A,x-atc,DRUGBANK
DB13477,C05BA,x-atc,DRUGBANK
DB13477,C05B,x-atc,DRUGBANK
DB13477,C05,x-atc,DRUGBANK
DB13477,C,x-atc,DRUGBANK
DB13478,N02AX,x-atc,DRUGBANK
DB13478,N02A,x-atc,DRUGBANK
DB13478,N02,x-atc,DRUGBANK
DB13478,N,x-atc,DRUGBANK
DB13479,R06AC,x-atc,DRUGBANK
DB13479,R06A,x-atc,DRUGBANK
DB13479,R06,x-atc,DRUGBANK
DB13479,R,x-atc,DRUGBANK
DB13480,L03AX,x-atc,DRUGBANK
DB13480,L03A,x-atc,DRUGBANK
DB13480,L03,x-atc,DRUGBANK
DB13480,L,x-atc,DRUGBANK
DB13481,M01AX,x-atc,DRUGBANK
DB13481,M01A,x-atc,DRUGBANK
DB13481,M01,x-atc,DRUGBANK
DB13481,M,x-atc,DRUGBANK
DB13482,R07AB,x-atc,DRUGBANK
DB13482,R07A,x-atc,DRUGBANK
DB13482,R07,x-atc,DRUGBANK
DB13482,R,x-atc,DRUGBANK
DB13483,B02BX,x-atc,DRUGBANK
DB13483,B02B,x-atc,DRUGBANK
DB13483,B02,x-atc,DRUGBANK
DB13483,B,x-atc,DRUGBANK
DB13484,A14AA,x-atc,DRUGBANK
DB13484,A14A,x-atc,DRUGBANK
DB13484,A14,x-atc,DRUGBANK
DB13484,A,x-atc,DRUGBANK
DB13485,J01ED,x-atc,DRUGBANK
DB13485,J01E,x-atc,DRUGBANK
DB13485,J01,x-atc,DRUGBANK
DB13485,J,x-atc,DRUGBANK
DB13486,A06AD,x-atc,DRUGBANK
DB13486,A06A,x-atc,DRUGBANK
DB13486,A06,x-atc,DRUGBANK
DB13486,A,x-atc,DRUGBANK
DB13487,V09XA,x-atc,DRUGBANK
DB13487,V09X,x-atc,DRUGBANK
DB13487,V09,x-atc,DRUGBANK
DB13487,V,x-atc,DRUGBANK
DB13488,C04AX,x-atc,DRUGBANK
